doctor_id,drug_name,prescribed,age,gender,specialty_x,years_experience,location,hospital_affiliation,num_patients_per_day,prescription_volume,attended_drug_seminar,received_sample,drug_price_sensitivity,trust_in_pharma,brand_name,generic_drug_name,manufacturer,drug_type,average_cost_eur,efficacy_rating,side_effect_score,marketing_push,specialty_y
DOC0403,Drug_B,Yes,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0403,Drug_C,No,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0403,Drug_D,No,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0403,Drug_E,No,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0403,Drug_F,No,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0403,Drug_G,No,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0403,Drug_H,No,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0403,Drug_I,No,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0403,Drug_J,No,55,Other,Orthopedic,29,Urban,No,42,292,No,Yes,1,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0404,Drug_A,Yes,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0404,Drug_B,Yes,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0404,Drug_C,Yes,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0404,Drug_D,No,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0404,Drug_E,Yes,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0404,Drug_F,No,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0404,Drug_G,Yes,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0404,Drug_H,Yes,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0404,Drug_I,Yes,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0404,Drug_J,Yes,55,Female,Cardiologist,10,Suburban,Yes,33,213,Yes,Yes,5,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0405,Drug_A,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0405,Drug_B,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0405,Drug_C,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0405,Drug_D,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0405,Drug_E,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0405,Drug_F,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0405,Drug_G,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0405,Drug_H,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0405,Drug_I,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0405,Drug_J,No,50,Female,General Physician,12,Suburban,No,20,288,No,Yes,3,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0406,Drug_A,No,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0406,Drug_B,Yes,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0406,Drug_C,Yes,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0406,Drug_D,No,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0406,Drug_E,Yes,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0406,Drug_F,No,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0406,Drug_G,Yes,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0406,Drug_H,No,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0406,Drug_I,No,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0406,Drug_J,Yes,68,Female,Cardiologist,30,Rural,Yes,26,218,No,No,5,3,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0407,Drug_A,No,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0407,Drug_B,Yes,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0407,Drug_C,Yes,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0407,Drug_D,No,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0407,Drug_E,No,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0407,Drug_F,No,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0407,Drug_G,No,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0407,Drug_H,No,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0407,Drug_I,No,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0407,Drug_J,No,65,Other,Cardiologist,1,Urban,No,13,246,Yes,Yes,3,2,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0408,Drug_A,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0408,Drug_B,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0408,Drug_C,Yes,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0408,Drug_D,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0408,Drug_E,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0408,Drug_F,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0408,Drug_G,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0408,Drug_H,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0408,Drug_I,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0408,Drug_J,No,62,Other,Dermatologist,5,Suburban,Yes,34,190,No,No,4,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0409,Drug_A,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0409,Drug_B,Yes,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0409,Drug_C,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0409,Drug_D,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0409,Drug_E,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0409,Drug_F,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0409,Drug_G,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0409,Drug_H,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0409,Drug_I,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0409,Drug_J,No,59,Male,Pediatrician,20,Rural,Yes,39,136,No,Yes,2,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0410,Drug_A,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0410,Drug_B,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0410,Drug_C,Yes,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0410,Drug_D,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0410,Drug_E,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0410,Drug_F,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0410,Drug_G,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0410,Drug_H,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0410,Drug_I,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0410,Drug_J,No,66,Other,Neurologist,8,Suburban,Yes,18,107,No,Yes,4,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0411,Drug_A,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0411,Drug_B,Yes,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0411,Drug_C,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0411,Drug_D,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0411,Drug_E,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0411,Drug_F,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0411,Drug_G,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0411,Drug_H,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0411,Drug_I,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0411,Drug_J,No,52,Other,Orthopedic,12,Rural,Yes,30,99,No,No,3,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0412,Drug_A,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0412,Drug_B,Yes,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0412,Drug_C,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0412,Drug_D,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0412,Drug_E,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0412,Drug_F,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0412,Drug_G,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0412,Drug_H,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0412,Drug_I,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0412,Drug_J,No,39,Other,Cardiologist,1,Urban,Yes,29,79,No,No,3,4,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0413,Drug_A,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0413,Drug_B,Yes,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0413,Drug_C,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0413,Drug_D,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0413,Drug_E,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0413,Drug_F,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0413,Drug_G,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0413,Drug_H,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0413,Drug_I,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0413,Drug_J,No,34,Other,Orthopedic,20,Urban,Yes,28,239,No,Yes,3,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0414,Drug_A,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0414,Drug_B,Yes,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0414,Drug_C,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0414,Drug_D,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0414,Drug_E,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0414,Drug_F,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0414,Drug_G,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0414,Drug_H,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0414,Drug_I,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0414,Drug_J,No,65,Male,Pediatrician,28,Urban,Yes,28,150,No,Yes,1,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0415,Drug_A,Yes,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0415,Drug_B,Yes,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0415,Drug_C,Yes,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0415,Drug_D,No,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0415,Drug_E,Yes,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0415,Drug_F,No,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0415,Drug_G,Yes,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0415,Drug_H,No,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0415,Drug_I,No,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0415,Drug_J,Yes,63,Other,Pediatrician,37,Urban,Yes,21,74,Yes,No,2,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0416,Drug_A,Yes,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0416,Drug_B,Yes,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0416,Drug_C,Yes,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0416,Drug_D,No,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0416,Drug_E,Yes,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0416,Drug_F,No,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0416,Drug_G,Yes,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0416,Drug_H,Yes,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0416,Drug_I,Yes,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0416,Drug_J,Yes,60,Female,Cardiologist,37,Suburban,Yes,46,161,Yes,Yes,4,3,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
